area,header,class,method,method_line,method_static,triage,priority,signature,note
modules/sksg,modules/sksg/include/SkSGGradient.h,LinearGradient,Make,44,yes,real_gap,P3,static sk_sp<LinearGradient> Make() { return sk_sp<LinearGradient>(new LinearGradient()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGradient.h,RadialGradient,Make,66,yes,real_gap,P3,static sk_sp<RadialGradient> Make() { return sk_sp<RadialGradient>(new RadialGradient()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,Make,10,yes,real_gap,P3,static sk_sp<Group> Make() { return sk_sp<Group>(new Group(std::vector<sk_sp<RenderNode>>())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,Make,10,yes,real_gap,P3,static sk_sp<Group> Make(std::vector<sk_sp<RenderNode>> children) { return sk_sp<Group>(new Group(std::move(children))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,addChild,10,no,real_gap,P3,void addChild(sk_sp<RenderNode>);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,removeChild,10,no,real_gap,P3,void removeChild(const sk_sp<RenderNode>&);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,size,10,no,real_gap,P3,size_t size() const { return fChildren.size(); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,empty,10,no,real_gap,P3,bool empty() const { return fChildren.empty(); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,clear,10,no,real_gap,P3,void clear();,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGImage.h,Image,Make,12,yes,real_gap,P3,static sk_sp<Image> Make(sk_sp<SkImage> image) { return sk_sp<Image>(new Image(std::move(image))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onRender,12,no,na,P3,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onNodeAt,12,no,na,P3,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onRevalidate,12,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,InvalidationController,13,no,na,P3,InvalidationController();,Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,inval,13,no,na,P3,"void inval(const SkRect&, const SkMatrix& ctm = SkMatrix::I());",Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,bounds,13,no,na,P3,const SkRect& bounds() const { return fBounds; },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,begin,13,no,na,P3,auto begin() const { return fRects.cbegin(); },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,end,13,no,na,P3,auto end() const { return fRects.cend(); },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,reset,13,no,na,P3,void reset();,Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGMaskEffect.h,MaskEffect,Make,16,yes,real_gap,P3,"static sk_sp<MaskEffect> Make(sk_sp<RenderNode> child, sk_sp<RenderNode> mask, Mode mode = Mode::kAlphaNormal) { return (child && mask) ? sk_sp<MaskEffect>(new MaskEffect(std::move(child), std::move(mask), mode)) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGMaskEffect.h,MaskEffect,~MaskEffect,16,no,false_positive,P0,~MaskEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGMerge.h,Merge,Make,31,yes,real_gap,P3,static sk_sp<Merge> Make(std::vector<Rec>&& recs) { return sk_sp<Merge>(new Merge(std::move(recs))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGMerge.h,Merge,~Merge,31,no,false_positive,P0,~Merge() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGNode.h,Node,revalidate,16,no,real_gap,P3,"const SkRect& revalidate(InvalidationController*, const SkMatrix&);",Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGNode.h,Node,invalidate,16,no,real_gap,P3,void invalidate(bool damage = true);,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,Make,9,yes,real_gap,P3,"static sk_sp<OpacityEffect> Make(sk_sp<RenderNode> child, float opacity = 1) { return child ? sk_sp<OpacityEffect>(new OpacityEffect(std::move(child), opacity)) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onRender,9,no,na,P3,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onNodeAt,9,no,na,P3,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onRevalidate,9,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,PaintNode,makePaint,17,no,real_gap,P3,SkPaint makePaint() const;,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGPaint.h,PaintNode,onApplyToPaint,17,no,na,P3,virtual void onApplyToPaint(SkPaint*) const = 0;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,Color,Make,49,yes,real_gap,P3,static sk_sp<Color> Make(SkColor c);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPaint.h,Color,onApplyToPaint,49,no,na,P3,void onApplyToPaint(SkPaint*) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,~ShaderPaint,69,no,false_positive,P0,~ShaderPaint() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,Make,69,yes,real_gap,P3,static sk_sp<ShaderPaint> Make(sk_sp<Shader>);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,Make,13,yes,real_gap,P3,static sk_sp<Path> Make() { return sk_sp<Path>(new Path(SkPath())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,Make,13,yes,real_gap,P3,static sk_sp<Path> Make(const SkPath& r) { return sk_sp<Path>(new Path(r)); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,setFillType,13,no,real_gap,P3,void setFillType(SkPathFillType fillType) { if (fillType != fPath.getFillType()) { fPath.setFillType(fillType); this->invalidate(); } },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGPlane.h,Plane,Make,12,yes,real_gap,P3,static sk_sp<Plane> Make() { return sk_sp<Plane>(new Plane()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,Make,15,yes,real_gap,P3,static sk_sp<Rect> Make() { return sk_sp<Rect>(new Rect(SkRect::MakeEmpty())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,Make,15,yes,real_gap,P3,static sk_sp<Rect> Make(const SkRect& r) { return sk_sp<Rect>(new Rect(r)); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onDraw,15,no,na,P3,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onContains,15,no,na,P3,bool onContains(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onRevalidate,15,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onAsPath,15,no,na,P3,SkPath onAsPath() const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,Make,59,yes,real_gap,P3,static sk_sp<RRect> Make() { return sk_sp<RRect>(new RRect(SkRRect())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,Make,59,yes,real_gap,P3,static sk_sp<RRect> Make(const SkRRect& rr) { return sk_sp<RRect>(new RRect(rr)); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onDraw,59,no,na,P3,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onContains,59,no,na,P3,bool onContains(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onRevalidate,59,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onAsPath,59,no,na,P3,SkPath onAsPath() const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,Shader,~Shader,22,no,false_positive,P0,~Shader() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,Shader,getShader,22,no,real_gap,P3,const sk_sp<SkShader>& getShader() const { SkASSERT(!this->hasInval()); return fShader; },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,~ShaderEffect,45,no,false_positive,P0,~ShaderEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,Make,45,yes,real_gap,P3,"static sk_sp<ShaderEffect> Make(sk_sp<RenderNode> child, sk_sp<Shader> shader = nullptr);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,setShader,45,no,real_gap,P3,void setShader(sk_sp<Shader>);,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,MaskShaderEffect,Make,67,yes,real_gap,P3,"static sk_sp<MaskShaderEffect> Make(sk_sp<RenderNode>, sk_sp<SkShader> = nullptr);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,~ImageFilter,85,no,false_positive,P0,~ImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,getFilter,85,no,real_gap,P3,const sk_sp<SkImageFilter>& getFilter() const { SkASSERT(!this->hasInval()); return fFilter; },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidate,85,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) final;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidateFilter,85,no,na,P3,virtual sk_sp<SkImageFilter> onRevalidateFilter() = 0;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,~ImageFilterEffect,111,no,false_positive,P0,~ImageFilterEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,Make,111,yes,real_gap,P3,"static sk_sp<RenderNode> Make(sk_sp<RenderNode> child, sk_sp<ImageFilter> filter);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,onNodeAt,120,no,na,P3,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,onRevalidate,120,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ExternalImageFilter,~ExternalImageFilter,140,no,false_positive,P0,~ExternalImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ExternalImageFilter,Make,140,yes,real_gap,P3,static sk_sp<ExternalImageFilter> Make() { return sk_sp<ExternalImageFilter>(new ExternalImageFilter()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ExternalImageFilter,onRevalidateFilter,140,no,na,P3,sk_sp<SkImageFilter> onRevalidateFilter() override { return fImageFilter; },Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,DropShadowImageFilter,~DropShadowImageFilter,159,no,false_positive,P0,~DropShadowImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,DropShadowImageFilter,Make,159,yes,real_gap,P3,static sk_sp<DropShadowImageFilter> Make();,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlurImageFilter,~BlurImageFilter,187,no,false_positive,P0,~BlurImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlurImageFilter,Make,187,yes,real_gap,P3,static sk_sp<BlurImageFilter> Make();,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlenderEffect,~BlenderEffect,209,no,false_positive,P0,~BlenderEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlenderEffect,Make,209,yes,real_gap,P3,"static sk_sp<BlenderEffect> Make(sk_sp<RenderNode> child, sk_sp<SkBlender> = nullptr);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlenderEffect,onNodeAt,209,no,na,P3,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,LayerEffect,~LayerEffect,229,no,false_positive,P0,~LayerEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,LayerEffect,Make,229,yes,real_gap,P3,"static sk_sp<LayerEffect> Make(sk_sp<RenderNode> child, SkBlendMode mode = SkBlendMode::kSrcOver);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,LayerEffect,onRender,229,no,na,P3,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderNode.h,RenderNode,render,17,no,real_gap,P3,"void render(SkCanvas*, const RenderContext* = nullptr) const;",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderNode.h,RenderNode,nodeAt,17,no,real_gap,P3,const RenderNode* nodeAt(const SkPoint& point) const;,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderNode.h,RenderNode,isVisible,17,no,real_gap,P3,bool isVisible() const;,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderNode.h,RenderNode,setVisible,17,no,real_gap,P3,void setVisible(bool);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGScene.h,Scene,~Scene,18,no,false_positive,P0,~Scene();,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGScene.h,Scene,nodeAt,18,no,real_gap,P3,const RenderNode* nodeAt(const SkPoint&) const;,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGText.h,Text,Make,18,yes,real_gap,P3,"static sk_sp<Text> Make(sk_sp<SkTypeface> tf, const SkString& text);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGText.h,Text,~Text,18,no,false_positive,P0,~Text() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGText.h,Text,onDraw,18,no,na,P3,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGText.h,Text,onContains,18,no,na,P3,bool onContains(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGText.h,Text,onRevalidate,18,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGText.h,Text,onAsPath,18,no,na,P3,SkPath onAsPath() const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGTransform.h,Transform,MakeConcat,12,yes,real_gap,P3,"static sk_sp<Transform> MakeConcat(sk_sp<Transform> a, sk_sp<Transform> b);",Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGTransform.h,Transform,MakeInverse,12,yes,real_gap,P3,static sk_sp<Transform> MakeInverse(sk_sp<Transform> t);,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGTransform.h,TransformEffect,Make,63,yes,real_gap,P3,"static sk_sp<TransformEffect> Make(sk_sp<RenderNode> child, sk_sp<Transform> transform) { return child && transform ? sk_sp<TransformEffect>(new TransformEffect(std::move(child), std::move(transform))) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGTransform.h,TransformEffect,Make,63,yes,real_gap,P3,"static sk_sp<TransformEffect> Make(sk_sp<RenderNode> child, const SkMatrix& m) { return Make(std::move(child), Matrix<SkMatrix>::Make(m)); }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGTransform.h,TransformEffect,~TransformEffect,63,no,false_positive,P0,~TransformEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGTransform.h,TransformEffect,getTransform,63,no,real_gap,P3,const sk_sp<Transform>& getTransform() const { return fTransform; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
